location_code,has_hrp,in_gho,provider_admin1_name,provider_admin2_name,admin1_code,admin1_name,admin2_code,admin2_name,admin_level,org_acronym,org_name,org_type_description,sector_code,sector_name,reference_period_start,reference_period_end
AFG,True,True,Badakhshan,Darwaz-e-Payin,AF17,Badakhshan,AF1722,Darwaz-e-Payin,2,BARAN,Bu Ali Rehabilitation and Aid Network,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Darwaz-e-Payin,AF17,Badakhshan,AF1722,Darwaz-e-Payin,2,BDN,Bakhtar Development Network,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Darwaz-e-Payin,AF17,Badakhshan,AF1722,Darwaz-e-Payin,2,CHA,Coordination of Humanitarian Assistance,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Darwaz-e-Payin,AF17,Badakhshan,AF1722,Darwaz-e-Payin,2,IOM,International Organization for Migration,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Darwaz-e-Payin,AF17,Badakhshan,AF1722,Darwaz-e-Payin,2,ME,Mission East,International NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Darwaz-e-Payin,AF17,Badakhshan,AF1722,Darwaz-e-Payin,2,UNICEF,United Nations Children's Fund,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Darwaz-e-Payin,AF17,Badakhshan,AF1722,Darwaz-e-Payin,2,WADAN,Welfare Association for Development of Afghanistan,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Eshkashem,AF17,Badakhshan,AF1723,Eshkashem,2,ACF - US,Action against Hunger - US,International NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Eshkashem,AF17,Badakhshan,AF1723,Eshkashem,2,ACF - US,Action against Hunger - US,International NGO,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Eshkashem,AF17,Badakhshan,AF1723,Eshkashem,2,AKAH,Aga Khan Agency for Habitat,International NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Eshkashem,AF17,Badakhshan,AF1723,Eshkashem,2,AKAH,Aga Khan Agency for Habitat,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Eshkashem,AF17,Badakhshan,AF1723,Eshkashem,2,AKAH,Aga Khan Agency for Habitat,International NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Eshkashem,AF17,Badakhshan,AF1723,Eshkashem,2,AKF,Aga Khan Foundation,International Organization,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Eshkashem,AF17,Badakhshan,AF1723,Eshkashem,2,AKHS,Aga Khan Health Service,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Eshkashem,AF17,Badakhshan,AF1723,Eshkashem,2,AKHS,Aga Khan Health Service,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Eshkashem,AF17,Badakhshan,AF1723,Eshkashem,2,ALSO,Afghan Landmine Survivors Organisation,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Eshkashem,AF17,Badakhshan,AF1723,Eshkashem,2,APWDO,Afghan Paramount Welfare and Development Organization,National NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Eshkashem,AF17,Badakhshan,AF1723,Eshkashem,2,AYSO,Afghan  Youth Service Organization,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Eshkashem,AF17,Badakhshan,AF1723,Eshkashem,2,BARAN,Bu Ali Rehabilitation and Aid Network,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Eshkashem,AF17,Badakhshan,AF1723,Eshkashem,2,CHA,Coordination of Humanitarian Assistance,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Eshkashem,AF17,Badakhshan,AF1723,Eshkashem,2,IOM,International Organization for Migration,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Eshkashem,AF17,Badakhshan,AF1723,Eshkashem,2,IOM,International Organization for Migration,United Nations,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Eshkashem,AF17,Badakhshan,AF1723,Eshkashem,2,ME,Mission East,International NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Eshkashem,AF17,Badakhshan,AF1723,Eshkashem,2,ME,Mission East,International NGO,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Eshkashem,AF17,Badakhshan,AF1723,Eshkashem,2,SSEOA,Shining Star Educational Organisation of Afghanistan,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Eshkashem,AF17,Badakhshan,AF1723,Eshkashem,2,UNHCR,UN Refugee Agency,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Eshkashem,AF17,Badakhshan,AF1723,Eshkashem,2,UNICEF,United Nations Children's Fund,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Eshkashem,AF17,Badakhshan,AF1723,Eshkashem,2,WADAN,Welfare Association for Development of Afghanistan,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Eshkashem,AF17,Badakhshan,AF1723,Eshkashem,2,WAW,Women for Afghan Women,International NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Eshkashem,AF17,Badakhshan,AF1723,Eshkashem,2,WFP,World Food Programme,United Nations,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Eshkashem,AF17,Badakhshan,AF1723,Eshkashem,2,YHDO,Youth Health and Development Organization,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,ACF,Action against Hunger,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,ACF - US,Action against Hunger - US,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,ACHRO,Association of Chief Human Resource Officers,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,ACHRO,Association of Chief Human Resource Officers,National NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,ACTED,Agency for Technical Cooperation and Development,International NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,ACTED,Agency for Technical Cooperation and Development,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,ACTED,Agency for Technical Cooperation and Development,International NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,ADWSO,Afghanistan Development & Welfare Services Organization,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,AHDAA,Agency for Humanitarian Development Assistance for Afghanistan,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,AKAH,Aga Khan Agency for Habitat,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,AKAH,Aga Khan Agency for Habitat,International NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,AKF,Aga Khan Foundation,International Organization,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,AKHS,Aga Khan Health Service,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,AKHS,Aga Khan Health Service,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,AWEC,Afghan Women's Education Center,National NGO,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,AWPLO,Afghan Women Profession and Livestock Organization,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,AYSO,Afghan  Youth Service Organization,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,BARAN,Bu Ali Rehabilitation and Aid Network,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,BDN,Bakhtar Development Network,National NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,BDN,Bakhtar Development Network,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,CHA,Coordination of Humanitarian Assistance,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,CHA,Coordination of Humanitarian Assistance,National NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,CWW,Concern Worldwide,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,DACAAR,Danish Committee for Aid to Afghan Refugees,International NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,DACAAR,Danish Committee for Aid to Afghan Refugees,International NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,DACAAR,Danish Committee for Aid to Afghan Refugees,International NGO,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,HEWAD,Hewad Reconstruction on Health and Humanitarian Assistance Committee,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,HT,Halo Trust ,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,IMC,International Medical Corps,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,IOM,International Organization for Migration,United Nations,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,IOM,International Organization for Migration,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,IOM,International Organization for Migration,United Nations,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,ME,Mission East,International NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,NAC,Norwegian Afghanistan Committee,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,NAC,Norwegian Afghanistan Committee,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,NAC,Norwegian Afghanistan Committee,International NGO,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,OCCD,Organization for Community Coordination of Development,National NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,ORCD,Organization for Research and Community Development,National NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,ORD,Organization for Relief and Development,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,ORD,Organization for Relief and Development,National NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,PACO,People Action For Change organization,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,SCI,Save the Children International,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,SSEOA,Shining Star Educational Organisation of Afghanistan,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,SUO,Social Uplift Organization,National NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,UNFPA,United Nations Population Fund,United Nations,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,UNFPA,United Nations Population Fund,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,UNHCR,UN Refugee Agency,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,UNICEF,United Nations Children's Fund,United Nations,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,UNICEF,United Nations Children's Fund,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,UNMAS,United Nations Mine Action Service,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,WADAN,Welfare Association for Development of Afghanistan,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,WAW,Women for Afghan Women,International NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,WC-UK,War Child UK,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,WFP,World Food Programme,United Nations,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,WHH,Welthungerhilfe,International NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,WHO,World Health Organization,United Nations,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Fayzabad,AF17,Badakhshan,AF1701,Fayzabad,2,WHO,World Health Organization,United Nations,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Jorm,AF17,Badakhshan,AF1710,Jorm,2,ACF - US,Action against Hunger - US,International NGO,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Jorm,AF17,Badakhshan,AF1710,Jorm,2,ACHRO,Association of Chief Human Resource Officers,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Jorm,AF17,Badakhshan,AF1710,Jorm,2,ACHRO,Association of Chief Human Resource Officers,National NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Jorm,AF17,Badakhshan,AF1710,Jorm,2,ACTED,Agency for Technical Cooperation and Development,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Jorm,AF17,Badakhshan,AF1710,Jorm,2,ACTED,Agency for Technical Cooperation and Development,International NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Jorm,AF17,Badakhshan,AF1710,Jorm,2,ADWSO,Afghanistan Development & Welfare Services Organization,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Jorm,AF17,Badakhshan,AF1710,Jorm,2,AKAH,Aga Khan Agency for Habitat,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Jorm,AF17,Badakhshan,AF1710,Jorm,2,AKF,Aga Khan Foundation,International Organization,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Jorm,AF17,Badakhshan,AF1710,Jorm,2,AKHS,Aga Khan Health Service,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Jorm,AF17,Badakhshan,AF1710,Jorm,2,AKHS,Aga Khan Health Service,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Jorm,AF17,Badakhshan,AF1710,Jorm,2,ASLO,Afghanistan Social and Legal Orgnization,National NGO,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Jorm,AF17,Badakhshan,AF1710,Jorm,2,AWEC,Afghan Women's Education Center,National NGO,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Jorm,AF17,Badakhshan,AF1710,Jorm,2,BARAN,Bu Ali Rehabilitation and Aid Network,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Jorm,AF17,Badakhshan,AF1710,Jorm,2,BDN,Bakhtar Development Network,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Jorm,AF17,Badakhshan,AF1710,Jorm,2,CHA,Coordination of Humanitarian Assistance,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Jorm,AF17,Badakhshan,AF1710,Jorm,2,CHA,Coordination of Humanitarian Assistance,National NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Jorm,AF17,Badakhshan,AF1710,Jorm,2,CTCO,Creative Think for Change Organization,National NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Jorm,AF17,Badakhshan,AF1710,Jorm,2,CWW,Concern Worldwide,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Jorm,AF17,Badakhshan,AF1710,Jorm,2,HEWAD,Hewad Reconstruction on Health and Humanitarian Assistance Committee,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Jorm,AF17,Badakhshan,AF1710,Jorm,2,HHWO,Helping Hands for Women Organisation,National NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Jorm,AF17,Badakhshan,AF1710,Jorm,2,HHWO,Helping Hands for Women Organisation,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Jorm,AF17,Badakhshan,AF1710,Jorm,2,HRDA,Human Resource Development Agency,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Jorm,AF17,Badakhshan,AF1710,Jorm,2,IATO,Improvement of Agriculture Training Organization,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Jorm,AF17,Badakhshan,AF1710,Jorm,2,IMC,International Medical Corps,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Jorm,AF17,Badakhshan,AF1710,Jorm,2,IOM,International Organization for Migration,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Jorm,AF17,Badakhshan,AF1710,Jorm,2,IOM,International Organization for Migration,United Nations,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Jorm,AF17,Badakhshan,AF1710,Jorm,2,ME,Mission East,International NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Jorm,AF17,Badakhshan,AF1710,Jorm,2,UN Women,United Nations Entity for Gender Equality and the Empowerment of Women,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Jorm,AF17,Badakhshan,AF1710,Jorm,2,UNFPA,United Nations Population Fund,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Jorm,AF17,Badakhshan,AF1710,Jorm,2,UNHCR,UN Refugee Agency,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Jorm,AF17,Badakhshan,AF1710,Jorm,2,UNHCR,UN Refugee Agency,United Nations,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Jorm,AF17,Badakhshan,AF1710,Jorm,2,UNICEF,United Nations Children's Fund,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Jorm,AF17,Badakhshan,AF1710,Jorm,2,WADAN,Welfare Association for Development of Afghanistan,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Jorm,AF17,Badakhshan,AF1710,Jorm,2,WFP,World Food Programme,United Nations,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Keshem,AF17,Badakhshan,AF1715,Keshem,2,ACF - US,Action against Hunger - US,International NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Keshem,AF17,Badakhshan,AF1715,Keshem,2,ACHRO,Association of Chief Human Resource Officers,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Keshem,AF17,Badakhshan,AF1715,Keshem,2,ACHRO,Association of Chief Human Resource Officers,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Keshem,AF17,Badakhshan,AF1715,Keshem,2,ACHRO,Association of Chief Human Resource Officers,National NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Badakhshan,Keshem,AF17,Badakhshan,AF1715,Keshem,2,ACTED,Agency for Technical Cooperation and Development,International NGO,PRO,Protection,2025-07-01,2025-09-30
